,username,description,location,text,hashtags
822,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@CDF_Aust https://t.co/jrW7HbYPCh",[]
823,RadarPlane,"Using the opensky api to track planes to and from certain countries.
Which countries should I look at? Which map projection should I use?",,"icao24: #8990d9, callsign: #EVA386  
Origin Country: #Taiwan
First Spotted in #China @ ~04:49EST
Now Spotted in #Taiwan @ ~09:09EST https://t.co/vPsxJQF4ZN","['8990d9', 'EVA386', 'Taiwan', 'China', 'Taiwan']"
824,jfslat,"Politics, history, economics, science, litreature, cycling, sailing, football, birds and animals. Worry about Germany's role in Europe 🇮🇪",Ireland,"Seeing how Germany fails to force Russia to end its war crimes in Ukraine, just imagine what would Germany do if China attacks Taiwan.

Big pile of nothing.

As always: excuses, words, announcing some finance decision which will have zero impact in upcoming weeks and months.",[]
825,SGlennonB,"住在台北的愛爾蘭人 Irish ☘️ living in Taipei, Taiwan 🌸 Formerly taught tiny humans, now do brand communication 繼續很辛苦學中文 Check out @EuropeElects","Taipei City, Taiwan","We’ve already seen plenty of examples from China of officials putting regulations ahead of actually helping people, it’s a shame that Taiwan is showing signs of something similar. What’s the point of these policies if the priority isn’t to get sick people the care they need?",[]
826,JoseGonzalesc11,"portfolio management specialist/
joey/jeos/
global market analyst","sumacab sur, cabanatuan city","US, Taiwan Defy Beijing In ‘Sensitive Moment’ When Pressures Are Mounting On China - SCMP https://t.co/MsVMeWM53U",[]
827,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@ChiefAusArmy https://t.co/Kqqvg9b9O3",[]
828,_up_and_away_,Skriver om säkerhetspolitik i ordets bredaste bemärkelse,,"A number of differences between the Russia / Ukraine and China / Taiwan situations. The Chinese armed forces might be more powerful than Russia, but they are also quite inexperienced, and invading Taiwan would be at least an order of magnitude more difficult and dangerous. https://t.co/lTtTKsU4GR",[]
829,tikiya_harsh,,,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/DxUjdHpvox w/ @joyuwang,[]
830,meNabster,"I am the Nabster, I nab the guilty who lurk in the darkness of inequity & injustice. This is a sister account to @inabster in case @Twitter bans it - #IFB #FBR","London, England","Chinese authorities intend to ensure the unity of mainland #China and #Taiwan at all costs, regardless of #US statements, Chinese Foreign Ministry Spokesman Zhao Lijian 
https://t.co/aPCy8KBZ9H","['China', 'Taiwan', 'US']"
831,nnnvitamin,📌 read pinned first ):) 🔮 Kwangya-nese 🐣 5th gen UAENA คิด (แต่ไม่) ถึง,nnn's ❣️,"Thai website pasabuy purchase assistance OPEN

Conversion rate
Website: x1.8 
Lazada/shopee: x2
Twt/IG transaction: x2

Feta box share: OPEN
For
USA Japan UK Italy Australia Korea Thailand Taiwan China Indonesia Hong Kong
70 per 0.1 lb

NO OTHER FEES
📌 READ PINNED for more info",[]
832,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@WarintheFuture https://t.co/rT2wzZORYS",[]
833,trndtrader,"CEO of https://t.co/wvxCebETri | Tʀᴀᴅᴇʀ ꜰᴏʀ 25 Yᴇᴀʀs | TA 80%-Fᴜɴᴅᴀᴍᴇɴᴛᴀʟs 20% | Fᴏʀᴍᴇʀ Mᴀʀᴋᴇᴛ Mᴀᴋᴇʀ / Aᴄᴛɪᴠᴇ Tʀᴀᴅᴇʀ, Sʜᴀʀɪɴɢ ᴍʏ Exᴘᴇʀɪᴇɴᴄᴇ",https://discord.io/trndtrading,"US, Taiwan Defy Beijing In ‘Sensitive Moment’ When Pressures Are Mounting On China - SCMP https://t.co/MsVMeWM53U",[]
834,EuroSavant,Commentary on the European non-English-language press,,"Height of irresponsibility! Over Easter wkend #China conducted spur-of-moment military maneuvers near #Taiwan, apprntly in response to US Congress delegatn visit;
As if country hasn't enuf alrdy it shld better devote attn to e.g. #Shanghai COVID outbreak! https://t.co/EbtFWLS1MB","['China', 'Taiwan', 'Shanghai']"
835,LiveSquawk,"Up-to-the-second financial markets news. 
Try our audio squawk service today: http://t.co/WClziUhO0L",Global,"US, Taiwan Defy Beijing In ‘Sensitive Moment’ When Pressures Are Mounting On China - SCMP https://t.co/MsVMeWM53U",[]
836,vshchen,Support human rights and democracy. Stop China from destroying the world!,"Taipei, Taiwan",A friend of mine also tested positive last week (ended up to be a false positive). She experienced anxiety attacks from the way she was treated. Taiwan is following China's steps after all ... https://t.co/l28gnC0xwD,[]
837,SameerKappor_,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/RjlkGgg67n",[]
838,ZaffarShahid2,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/0qnc7B6g7L",[]
839,JaggiPhaji,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/jjeDTbmoDj",[]
840,LehariSunil,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/uX6PZXbkJI",[]
841,EktaPandee,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/laNCAOGvmZ",[]
842,RBhat_,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/6ceKKgT8tt",[]
843,PanduuChacha,,,"China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on Thursday.
https://t.co/Wlk4vAIb3J",[]
844,sweet_coffeedk,,,"Washington is stirring tensions for political and strategic gain through weapons sales to Taiwan and talk of a visit to the island by high-ranking politicians, South China Morning Post reports #ChinainWorldPress https://t.co/JpcEnVjnxK",[]
845,janet17408786,trump supporters ✊👈,,"2020: China takes Hong Kong. The West does nothing.
2021: The Taliban are handed Afghanistan by the West.
2022: Russia takes Ukraine.
The West is in retreat. 
And everyone with half a brain knows that Taiwan is next on the menu.",[]
846,IfraAshraf12,Doctor//lifesaver//feminism//mbbs 💯🇮🇳💯💯💯💯💯💯💯// Follow back// 🇮🇳💯💯💯💯💯// Follow back// 🇮🇳💯💯💯//🇮🇳💯💯💯//💯💯💯//,,"https://t.co/ZkW455PRRo

China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.",[]
847,IfraAshraf12,Doctor//lifesaver//feminism//mbbs 💯🇮🇳💯💯💯💯💯💯💯// Follow back// 🇮🇳💯💯💯💯💯// Follow back// 🇮🇳💯💯💯//🇮🇳💯💯💯//💯💯💯//,,"https://t.co/y6RGlLXCDt

China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.",[]
848,Zeronill96,When an opportunity is spotted go for it do not think twice let the outcome prove you wrong,,@bennie_coleman @chinweubaofor @nytimes If every country adhere to certain are want self declaration then there will be full of divided county that why china which is a strong support of Russia the same country try to dominate Taiwan you can see how are they hypocrite,[]
849,JasonVGoodwin,,,"China must send its army to Ukraine to make sure Russia wins. If China and Russia win the war in Ukraine, automatically the Taiwan problem goes away. Then all problems for all people of the world start to go away. 3/3",[]
850,JasonVGoodwin,,,"@CGMeifangZhang Plz, must get this message to Xi. Today, the US said US troops will be posted in Taiwan, but that is not China's immediate threat. If NATO defeats Russia, a pro-US government would control Russia. After 10 years of propaganda demonizing China, NATO would  1/3",[]
851,JasonVGoodwin,,,"China must send its army to Ukraine to make sure Russia wins. If China and Russia win the war in Ukraine, automatically the Taiwan problem goes away. Then all problems for all people of the world start to go away. 3/3",[]
852,JasonVGoodwin,,,"@China2ASEAN Plz, must get this message to Xi. Today, the US said US troops will be posted in Taiwan, but that is not China's immediate threat. If NATO defeats Russia, a pro-US government would control Russia. After 10 years of propaganda demonizing China, NATO would  1/3",[]
853,benhastings10,“I tol’ them. I did. Millennium hand and shrimp. Buggrit” “Woof. Bark.”,,I think it would be entirely wrong to have a change of Prime Minister while Taiwan is under threat from China.,[]
854,hkdemonow,"Multilingual updates on Hong Kong's ongoing democratic movements. We want our voices to be heard.
「我哋真係好撚鍾意香港」
Twilog: http://t.co/YicKaWNKTX",Hong Kong,"Next week! New Bloom presents a dialogue with journalists that have been working on covering the region, with backgrounds reporting in Taiwan, Hong Kong, Myanmar, and China

Link: https://t.co/Z5ogmBhmhU https://t.co/ZSiS2TnYiQ",[]
855,Ayudhik_,,Bharatvarsha,"Biden delays delivery of weapons to Taiwan

Joe Biden has thrown Taiwan under the bus by halting the defense systems

https://t.co/sgsYRVcakg",[]
856,Explorer_POP,東方/萌えミリ/合成音声/ローゼンメイデン/もやしもん/プリキュア ヤンデレ/男の娘/百合/靴下/あんよ/ょぅι゛ょ ガンシュー  カラオケ()/コス見習い(男装･女装)/多留/  ヘッダ左……撮影･編集:@wooper8looper様,秘封と一緒⇔布都の地元,"The U.S. wants China to pay a ""greater price"" for Beijing's actions around the world, including its alleged support for Russia and cyberattacks on Taiwan, US Senator Lindsey Graham said on April 15. Graham is currently visiting Taiwan. https://t.co/EMC4UiAmbG",[]
857,CCPJudgeBot,Grants random characters and people a random number of social credits every half hour. CBDQ link : https://t.co/iwOpkAeHwK,China,"Marshall Eriksen called Taiwan, China, a country! https://t.co/J1sYNCXK1H",[]
858,Explorer_POP,東方/萌えミリ/合成音声/ローゼンメイデン/もやしもん/プリキュア ヤンデレ/男の娘/百合/靴下/あんよ/ょぅι゛ょ ガンシュー  カラオケ()/コス見習い(男装･女装)/多留/  ヘッダ左……撮影･編集:@wooper8looper様,秘封と一緒⇔布都の地元,"Foreign Affairs Minister Wu said Taiwan has been taking notes on how Ukraine has thwarted Russia from quickly conquering the country. Wu said Canada can help Taiwan with FIPA, TPP, and information sharing on China's cyber and disinformation operations.  https://t.co/9SYCtLtRm6",[]
859,Leslie27078459,喜欢看番打游戏，反华狗去死吧老子和你们战斗到底，中华人民共和国跟中国人民世界最吊！,,"@LordWimborne @MFA_China I disagree. Is Japan's war of aggression against China called conquest of China? The Taiwan issue has always been an internal issue of China and has nothing to do with Japan. Since ancient times, Taiwan has not claimed any political connection with Japan.",[]
